text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
Environmental racism harms Americans in #Flint – and beyond https://t.co/ZXfeWyUIW1 https://t.co/oAK3mbANNw,0,0,1,0,0,0,0,0,0,1,1
"""...the privilege of friendship - to talk nonsense, and to have that nonsense respected"" - Charles Lamb",0,0,1,0,1,1,0,0,0,0,0
"RT @DalaiLama: Anger cannot coexist with inner peace, which is the principal characteristic of happiness.",0,0,1,0,0,0,1,0,0,0,0
Decipher the words from Claudia’s journal in The Loon Fox #SilentFilms #Mystery #Movie! https://t.co/80FOaG2yRU https://t.co/iAfXRi7IND,0,0,1,0,0,0,0,0,0,0,0
RT @seanspicer: whomever just unfollowed me - show yourself you coward,0,0,1,0,0,0,0,1,0,0,0
"EH, to be honest, the Revenant wasn't that great. It's essentially a beautiful torture porn film for people who hate Leo DiCaprio.",0,1,1,0,0,0,0,0,1,1,0
Unthinking respect for authority is the greatest enemy of truth. ~Albert Einstein,1,0,0,0,1,0,0,0,0,1,0
Unconstitutional is illegitimate https://t.co/wp1C7qiX5G,0,0,1,1,0,0,0,0,0,0,1
They want an army of slaves . Such misuse of law in a law college needs to be changed . (2/2) #JusticeForSushant,0,1,0,0,0,1,0,0,0,1,1
The purpose of God cannot stand if the soul rules. -Greg Mohr.,0,0,1,0,0,0,1,0,0,0,0
It gives me the warm-and-fuzzies when scumbag profiteers stop trying to hide behind family values &amp; admit their true motives. #mmj #cannabis https://t.co/Aouxh2M5Hq,0,1,1,0,0,0,0,0,1,0,0
@ShkhRasheed pakistani king of the protest shaikh rasheed ahmad,0,0,1,1,0,0,0,0,0,0,0
"Me, jealous of you? Bless your delusional heart",0,0,1,0,0,0,0,0,0,0,0
RT @Nwanyi_abagana: The worst kind of ignorance is the type that consistently resists redemption.,0,0,1,0,0,0,0,1,0,0,1
Only they should rewarded as being coward who afraid of doing mistakes.,0,1,1,0,0,0,1,0,0,0,0
- moral vaccum -,0,0,1,0,0,0,0,0,0,0,0
RT @MamphelaR: We remain committed to the country and that vision of restoring the promise of freedom not petty party politics and consumpt…,0,1,1,0,0,1,0,0,0,0,0
"@Jeddi147 @Laurapocalyptic that is so inaccurate. Doctarine of passing only needed a flinch nerf, not damage",0,0,1,0,0,0,0,0,0,0,0
How approving more renters can elevate your property value: https://t.co/E1rSOy0DT2 #propertymanagement #rental #tenants https://t.co/VGsziJaw3X,0,0,1,0,0,0,0,0,0,0,0
We always ignore the ones who adore us and adore the ones who ignore us.,0,0,1,0,0,0,0,0,0,0,0
@94Smith1 whatever your views you must agree that workers rights need protecting,0,1,1,0,0,0,0,0,0,0,0
Only in Christ can true peace be realized. In Jesus we can find lasting peace with God and harmony with each... https://t.co/l5PEzoKRU2,0,0,1,0,0,0,1,0,0,0,0
"@TheChrisSuprun @nytimes @nytopinion Chris, many will refer to you as a patriot with the conviction to stand against the tyranny of trump",0,0,1,1,0,1,0,0,0,0,0
You must hate poverty because it came because of sin and Jesus has put away sin by the sacrifice of himself.,1,0,1,0,0,0,0,0,1,1,0
"""...accept our failures, as well as our successes, with quiet dignity and grace."" https://t.co/ivunDkiIlH",0,0,1,0,0,0,1,0,0,0,0
Also known as people who put country before party and take oath to protect us from all enemies both foreign and domestic seriously. https://t.co/hO2XNck2XW,0,0,1,0,0,1,0,1,0,0,0
RT @SenWarren: .@realDonaldTrump swindled thousands of students at his sham “Trump University.” That’s not up for debate anymore – that’s a…,0,0,1,0,0,0,0,1,0,0,1
"Law professors file misconduct complaint against Kellyanne Conway
As do fashion police. https://t.co/5LHgqaK83S",0,0,1,0,0,0,0,0,0,0,1
@moiranrvs_ the truth hurts,0,1,1,0,0,0,0,0,0,1,0
"@MarionDowling a LOT of people suffer from depression, there is a way out, seek as much help and support as you possibly can..",1,0,1,0,0,0,0,0,0,1,0
As little as 2% water loss can cause #memory loss and weaken other cognitive functions ➡ https://t.co/MG8ETHoGAm https://t.co/nEtxtouVCF,0,0,1,0,0,0,0,0,0,0,0
RT @lukale1: People saying medicine is a calling are worse than colonialists Doctors have suffered enough in the name of calling #LipaKamaT…,0,0,1,0,0,0,0,0,0,1,0
@ChristyHeironi1 @sacbee_news Pointing out a violation of the Constitution isn't talking down to anyone.,0,0,1,1,0,0,0,0,0,0,1
"It’s not selfish to love yourself, take care of yourself, and to make your happiness a priority. It’s necessary.",1,0,1,0,0,0,0,0,0,0,0
International socialism ends all wars and annihilates violent competition.,1,0,1,0,1,0,0,0,0,0,0
Today @HUDnews Secretary Shaun Donovan announced new rule to end LGBT housing discrimination http://t.co/ycmeQMbU #homelessness,0,1,1,0,0,0,0,0,0,0,1
"If our enemies cannot destroy the Movement from without, they are already sending agents to destroy the Movement from within.

#Farrakhan",0,0,1,1,0,0,0,1,0,0,0
"RT @Palomafaith: #SheInspiresMe @EmWatson for representing equality in an intelligent and articulate way , well beyond her years https://t.…",0,1,1,0,0,0,0,0,0,0,0
@Hey_AshB someone should never be offended by facts...they exist anybody saying to the contrary is denying a huge problem,0,0,1,0,0,0,0,0,0,1,0
RT @beenasarwar: Signed. Online petition Act against #AbbTakk TV for violating privacy and human rights http://t.co/DKLZjQIqPf via @Change …,1,0,0,0,0,1,1,0,0,1,1
"http://t.co/11QeJtXxyK So glad to inspire other artists, Thank you Lynch Videography!",0,0,1,0,0,0,0,0,0,0,0
"RT @MarkSFernandes: ""A true #leader does not set out to be a leader, but becomes one by the equality of actions and the integrity of intent…",0,1,1,0,1,0,0,0,0,0,0
"God said to Satan: You shall have no authority over My slaves,except those who follow you of the Ghawin (Mushrikun, evil-doers)
#Quran 15:42",0,0,1,0,1,0,0,0,0,0,0
@Fa6ami_bs love you💏💘💘💘,0,0,1,0,0,0,0,0,0,0,0
RT @DemSpring: On our way to sit-in for racial justice and democracy. Join us at the Capitol #BLMDS https://t.co/X2GxwrPZ0L,0,1,1,0,0,0,0,0,0,0,0
"RT @theonlyfbk: Unless you can fool the gullible, cheat the unsuspecting, exploit the naive and pamper the corrupt, you cannot become a pol…",0,0,1,0,0,0,0,0,0,0,1
"‘From our Primate, Fred Hiltz, in response to this week's tragedy: With sympathy and solidarity with Sainte-Foy’  https://t.co/VPtVDdGgXR",1,0,1,0,0,1,0,0,0,0,0
"""""I want freedom for the full expression of my personality."" - Mahatma Gandhi""",0,1,1,0,0,0,0,0,0,0,0
RT @HillaryClinton: Proud to celebrate a historic victory for marriage equality—&amp; the courage &amp; determination of LGBT Americans who made it…,1,1,0,0,0,0,0,0,0,0,0
War for peace is a paradoxical fraud that you are conditioned into believing.,0,1,0,0,0,0,0,0,0,1,1
"The young woman talking about the sanctity of life ironically makes me want to kill myself.
#AMJoy",0,0,1,0,0,0,1,0,0,1,0
RT @NYTMinusContext: human and pathetically human,0,0,1,0,0,0,0,0,0,0,0
"My pleasure, @ethicallystyled! As an ethical denim co, we love supporting other ethical fashion brands!",0,0,1,0,0,1,0,0,0,0,0
Prisons watchdog seeks tough restrictions on solitary confinement. https://t.co/dCvQAGnMCR https://t.co/LWXqJCBNOP,0,0,1,0,0,0,0,0,0,1,0
"@TuckerCarlson @YvetteFelarca
Tucker, you've interviewed a few wack jobs but this woman personified crazy and evil-radical liberal terrorist",0,0,1,0,0,0,0,1,0,1,0
Truth is my religion and ahimsa is the only way of its realization. I have rejected once and for all the doctrine of the sword.,1,1,1,0,1,1,1,0,0,0,0
"RT @Dan__Persson: Lord, You are not oblivious to the sufferings and tragedies of this week past. Have mercy on those who mourn loved ones.…",1,0,0,0,0,1,1,0,0,1,0
@kylieannboodt holy 😍😍,0,0,1,0,0,0,0,0,0,0,0
Injustice anywhere is a threat to justice everywhere. #MLK,0,1,1,0,0,0,0,0,0,0,1
RT @janlovesword: What God has prepared for those who love Him (and all He made) stays hidden to those who harden their hearts in selfish u…,0,0,1,0,0,0,1,0,0,0,0
But why fivht over a guy? It petty. If he wanna cheat then #Fuckem be an #IndependentWoman 👏✊👌 anyway empire tonight.😍,0,0,1,0,0,0,0,1,0,0,1
"“And shall deliver him to the Gentiles to mock, and to scourge, and to crucify him: and the third day he shall ris…” https://t.co/1MUVjguAQB",0,0,1,0,0,0,0,0,0,1,0
Mayor de Blasio aide ripped for racist Facebook photo https://t.co/omTFMIL2dT. All racism matter! Hatred to 1 is hatred to all. #mayor #ffny,0,0,1,0,0,0,0,1,0,1,1
"God bless the man, behind my happiness !!!!",0,0,1,0,0,0,1,0,0,0,0
0 proof of Trump’s charge he won pop vote if you deduct 3-5 million illegal votes. Only 56 cases of fraud 2000-'11. https://t.co/2bQKo15iLp,0,0,1,0,0,0,0,0,0,0,1
@tony_adamle looks like Oct. 3 is a lose,0,0,1,0,0,0,0,0,0,0,0
Malta is the perfect #Retirement destination &gt; https://t.co/GHBg4V0Fd6 https://t.co/lkahbtKjD9,0,0,1,0,0,0,0,0,0,0,0
"Priceless, pure example of when the devil takes your soul away https://t.co/vLEyXHBhnW",0,0,1,0,0,0,1,0,1,1,0
@Gordoncomedian I love God,0,0,1,0,0,1,1,0,0,0,0
".@RealTwitler is a malignant narcissist - that's a mental illness - a very serious, incurable mental illness 
@randileeharper @GlobalRevLive",0,0,1,0,0,0,0,0,0,1,0
"Picked up some vinyl today after my first trip to Village Green. Yeah, I know I'm a hipster. #Sinatra… https://t.co/Z1h3DoDq98",0,0,1,0,0,0,0,0,0,0,0
What an honor to have brave ppl like this who served their country and continue to serve our community. we owe U a huge debt of gratitude. https://t.co/ClIGASYN3e,1,0,1,0,0,1,1,0,0,0,0
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

#JusticeOrElse #BlackLivesMatter https://t.co/cjwLW09Wa8",0,1,0,1,0,1,0,0,0,0,0
"RT @Ed_Miliband: PM's refusal to condemn Trump Muslim ban is shocking, wrong and cannot stand. It flies in the face of the values of people…",0,0,1,0,0,0,0,1,0,0,1
i wish it was friday,0,0,1,0,0,0,0,0,0,0,0
RT @SenJohnMcCain: Today we honor sacrifice of #Lithuanian ppl who fought for freedom &amp; helped secure democracy in Europe 25 yrs ago #Never…,1,1,0,0,0,1,0,0,0,0,0
Pelvic physical therapy is often a key component to sexual health and sexual pleasure. http://t.co/DNaUIH2xZx,0,0,1,0,0,0,0,0,0,0,0
@pkshhh love parya ho? :D,0,0,1,0,0,0,0,0,0,0,0
Showing gratitude is very attractive.,1,0,1,0,0,0,1,0,0,0,0
"#datavisualization of Gender equality in the movies, a screenplay analysis https://t.co/ZkTuo5I8pN",0,1,1,0,0,0,0,0,0,0,0
i see humans but no humanity,0,0,1,0,0,0,0,0,0,0,0
RT @stooby_do: @SkywayTheatre Slander b2b Nghtmre obviously @adamreidsmith,0,0,1,0,0,0,0,0,0,0,1
He cannot caution the law enforcement body to do more and fight the terrorist. What a dull leader,0,1,1,1,0,0,0,0,1,0,0
"RT @AshAgony: ""No Trump, no KKK, no fascist USA!""- Bronx anti-Trump march taken over the streets against fascism &amp; the cops! #BlackLivesMat…",0,0,0,1,0,1,0,0,0,0,0
honest tweet: sometimes it feels like people hang with mean out of the kindness of their hearts.,1,0,1,0,0,0,0,0,0,0,0
Fuck these unworthy bitches! 👋,0,0,1,0,0,0,0,1,1,0,0
"@edensyske teams with #EBAFOSA  to combat food insecurity, climate change, ecosystems degradation and poverty in Africa using Technology",1,0,1,0,0,0,0,0,0,1,0
@qaiserthethia @ShkhRasheed pakistani king of the protest shaikh rasheed ahmad,0,0,1,1,0,0,0,0,0,0,0
A new phishing scam impersonates a real nonprofit to steal banking information: https://t.co/1U9wlMaFdK #Email #Phishing,0,0,1,0,0,0,0,0,0,1,1
@Louis_Tomlinson @Real_Liam_Payne @zaynmalik @Harry_Stylesfollow me? love you24,0,0,1,0,0,0,0,0,0,0,0
"RT @ACLU: The executive order President Trump just signed, funding a wall along our southern border, violates civil liberties. #NoBanNoWall…",0,1,1,1,0,0,0,0,0,0,1
"RT @jschirmxo: if the good die young, will the bad live forever?",0,0,1,0,0,0,0,0,0,1,0
RT @womensmarch: #VOICE is not actually about helping people who have been victimized. It will further victimize vulnerable people #WhyIRes…,1,0,1,0,0,0,0,0,0,1,0
So now there is no condemnation to those who belong to Christ Jesus. Romans 8:1-3,0,0,1,0,0,0,1,0,0,0,0
"RT @greg_jenner: We've suffered terrorism for well over a century, only some of it caused by foreign policy. It's too simplistic to blame w…",0,0,1,0,0,0,0,0,0,1,0
"A mistrial in Baltimore must not equal a missed chance for justice

https://t.co/N2q7c8S3Hj

 #JusticeOrElse https://t.co/muaJWyE81I",0,1,0,1,0,0,0,0,0,0,1
RT @Jay_Naidoo: I have come to Qunu to close an era. I leave here more determined to fight for the values of justice and dignity that Madib…,0,1,1,0,0,0,0,0,0,0,0
"Liars are absolutely intolerable to me, I do not take being lied to well at all",0,0,0,0,0,0,0,0,0,1,1
"RT @KeithOlbermann: Comey's abuse of power, Chaffetz's lie, and Trump's exploitation are indeed ""worse than Watergate"" https://t.co/yOOvnKC…",0,0,1,1,0,0,0,0,0,0,1
tnx God to ds beautiful friends... http://t.co/yV1xd8Fh,0,0,1,0,0,0,1,0,0,0,0
Liberty and democracy become unholy when their hands are dyed red with innocent blood. ~Mahatma Gandhi,0,1,1,0,0,0,0,0,1,1,0
@Dudenelle sorry - forgive the rant but wtf? I never saw JEs fans ACTUALLY act delusional til today. WOW.,0,0,1,0,0,0,0,0,0,0,0
RT @DalaiLama: The essence of compassion is a desire to alleviate the suffering of others and to promote their well-being.,1,0,1,0,0,0,0,0,0,0,0
"RT @reema_omer: Hanging terrorists might satiate feelings of revenge and anger, but does nothing to fight terrorism or the fascistic mindse…",0,0,1,0,0,0,0,1,0,1,0
Boston calls for climate justice now #d12 https://t.co/deqjfd7uLb,0,1,1,0,0,0,0,0,0,0,0
Those at the helms are not considering these dynamics. The devastating effect of the insensitive policies is as good as a chemical weapon.,0,0,1,0,0,0,0,0,0,1,0
"RT @ProfStrachan: “For the sake of our planet, humanity has the moral responsibility to #BanFracking 2017”
https://t.co/fmI2EuKnJp

https:/…",1,0,0,0,0,0,1,0,0,0,0
@yazzygoto You too - hope you didn't suffer any damage in the recent high winds x,1,0,1,0,0,0,0,0,0,1,0
@Nawab_Ateeq pakistani king of the protest shaikh rasheed ahmad,0,0,1,1,0,0,0,0,0,0,0
Def. of fraud must extend to lying as an MP #cdnpoli #Omnibus #BillC10 @TonyclementCPC @YoTonyCPC @ChrysotileParad @ChristianParad #cdnpoli,0,0,1,0,0,0,0,0,0,0,1
The ruling elites fabricate myths on the natural violence of human nature to justify extremely profitable wars.,0,0,1,1,0,0,0,0,0,1,1
"When people are rude and use foul language, they disrespect themselves in the eyes of people.",0,0,1,1,0,0,0,0,0,0,0
"Do not trust the deceivers who tell you that the army is protecting you, the army is a murderous institution and even children know it.",0,0,1,0,0,0,0,0,0,1,1
"RT @peterdaou: Powerful, spontaneous protests prove America has immunity to white nationalist rule. The people are the antibodies.
#StopPre…",0,0,1,1,0,0,0,0,0,0,0
will never understand females who go back to a cheater,0,0,1,0,0,0,0,1,0,0,1
"RT @oceanbcake: Our patriot army needs patriots to join us today. Step up to the plate &amp; enlist at https://t.co/itkV9SiPIW.
https://t.co/KV…",0,0,1,0,0,1,0,0,0,0,0
RT @BritsHealthiest: ‘Lost Generation’ is left suffering both financially and health wise https://t.co/B5xLi2hsGG,0,0,1,0,0,0,0,0,0,1,0
@cristinalaila1 @Love4Military @algore he should win scam of the century award,0,0,1,0,0,0,0,0,0,0,1
I wanna influence and inspire millions but only have genuine and authentic personal relationships,1,0,1,0,1,0,1,0,0,0,0
"If people follow the way of God, there will not be all this corruption and profiteering that we see in the world.",0,0,1,0,0,0,1,1,1,0,1
RT @NancyPelosi: AG Sessions is not fit to serve as the top law enforcement officer of our country and must resign. https://t.co/5r8KpGQSRT…,0,0,1,1,0,0,0,0,0,0,0
What the fuck is Jamie Foxx doing? #GoldenGlobes,0,0,1,0,0,0,0,0,0,0,0
There is nothing civilized about a blood-thirsty civilization engaging in the barbarity of war.,0,0,1,0,0,0,0,0,1,1,0
It's National Volunteer Week! We're grateful to our many talented &amp; caring volunteers who help us serve our kids. Thank you! #NVW2016,1,0,0,0,0,0,1,0,0,0,0
@FrankChanged Go Fuck yourself traitor,0,0,1,1,0,0,0,1,1,0,0
"RT @Oliviacado: I hope to love something, anything, as passionately as the GOP loves guns #GOPDebate",0,0,1,0,0,1,0,0,0,0,0
Mandatory minimum 5 years for fraud or dishonesty while holding or working in public office (including police)? #cdnpoli #Omnibus #BillC10,0,0,1,0,0,0,0,0,0,0,1
@TheREAL_OD lmfaoooooo moves 👏🏾👏🏾👏🏾,0,0,1,0,0,0,0,0,0,0,0
"""It's not rational arguments but emotions that cause belief in after life. Fear of death mainly. It's biologically useful though""",0,0,1,0,0,0,0,0,0,1,0
they be butt hurt 😂😂😂😂😂 https://t.co/2ImtDsSKm9,0,0,1,0,0,0,0,0,0,1,0
End the hate used to sell wars end the campaign of hatred used to justify killing innocents,0,0,1,0,0,0,0,0,1,1,0
"RT @0lddutch: #sunTV Watching Ezra Levant is like watching Mr, Dressup without the kindness wit and charm.",0,0,1,0,0,0,0,0,0,0,0
@OutlanderKitchn love love love sangria!,0,0,1,0,0,0,0,0,0,0,0
Anger comes from hurt feelings. #WeekendsAtNORTH #Radical https://t.co/1WywggyOED,0,0,1,0,0,0,0,0,0,1,0
RT @owenburke: Those with real faith do not need to resort to violence to uphold it. #JeSuisCharlie,0,1,0,0,0,0,1,0,0,1,0
"RT @sagarikaghose: ""Patriotism cannot be our spiritual shelter; my refuge is humanity. I will never allow patriotism to triumph over humani…",0,0,1,0,0,1,0,0,0,0,0
"RT @MrControversyX: ... the teachings of the Lord Jesus Christ together deny the alleged papacy of Peter. 

#CatholicLiedAboutPeter 

http:…",0,0,1,0,0,0,0,0,0,0,1
RT @AndrewMichaan: The internet is 90% complaining and entitlement and I hate it and I deserve better.,0,0,1,0,0,0,0,0,0,0,0
A Buddhist cop’s approach to justice https://t.co/CDmYLOP1zg,0,1,1,0,0,0,0,0,0,0,0
#gopro at the beach http://t.co/kXWAbWiOIU,0,0,1,0,0,0,0,0,0,0,0
RT @TomFitton: .@realDonaldTrump is to be commended for upholding the rule of law in firing the lawless Acting AG for politicization of Jus…,0,1,1,0,1,0,0,0,0,0,0
